EGO_ID,ALTER_ID,EGO_UID,ALTER_UID,EGO_UID_str,K1,K2,K3,K3ant_1,K3ant_2,K4,K5_1,K5_2,K5_3,K5_4,K6,K7,K8,K8A_1,K8A_2,K9,K10,K10A,K11,K11A,K12,K13_1,K13_2,K13_3,K13_4,K13_5,K13_6,K13_7,K13_8,K13_9,K13_10,K14,K15,K16,K17_1,K17_2,K17_3,K18,K19,K20,K21,K22_1,K22_2,K22_3,K23_1,K23_2,K23_3,K23_4,K23_5,K24,K25,K26,K27_1,K27_2,interakciok_szama,QTAL2_min,QTAL2_max,QTAL3_min,QTAL3_max,QTAL3A_min,QTAL3A_max,QTAL4_min,QTAL4_max,QTAL5_min,QTAL5_max,date_TAL1_min,date_TAL1_max,tipus_min,tipus_max,Q6,Q7,Q7NT_1,Q7KAT,Q8,Q8B,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_other,Q10,Q10_other,Q11,Q12,Q13,Q14,Q15
1,1530,103583,1656733752604924,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,9,1,1,2,2, , ,2,5,4,5,10/26/2020,11/17/2020,samsung SM-A705FN,samsung SM-A705FN,1,44,0, ,4, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,1,3,1,1,3
1,1532,103583,1657733753122839,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,8,1,1,2,2, , ,3,5,3,4,10/26/2020,11/17/2020,samsung SM-A705FN,samsung SM-A705FN,1,38,0, ,3, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,3,2,1,2,2
1,1533,103583,1658733753640754,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,9,1,1,2,2, , ,3,5,4,4,10/26/2020,11/17/2020,samsung SM-A705FN,samsung SM-A705FN,1,26,0, ,4, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,1,3,2,1,3
1,1534,103583,1659733754158669,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,7,1,1,2,2, , ,4,5,3,4,10/26/2020,11/16/2020,samsung SM-A705FN,samsung SM-A705FN,1,22,0, ,4, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,2,2,1,1,2
1,1535,103583,1660733754676584,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,8,1,1,2,2, , ,4,9,3,4,10/26/2020,11/17/2020,samsung SM-A705FN,samsung SM-A705FN,1,56,0, ,4, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,2,2,1,1,2
1,1536,103583,1661733786580148,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,2,1,4,6,6, , ,2,4,4,5,10/26/2020,11/7/2020,samsung SM-A705FN,samsung SM-A705FN,2, ,1,4,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,6,2,1,1,2
1,1537,103583,1662733860641993,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,2,2, , , , ,2,2,3,3,10/27/2020,10/27/2020,samsung SM-A705FN,samsung SM-A705FN,2, ,1,6,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Házi orvos, ,Házi orvos,7,3,1,1,3
1,1538,103583,1663733887884322,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,1,1,6,6, , ,3,3,3,3,10/27/2020,10/27/2020,samsung SM-A705FN,samsung SM-A705FN,1, ,1,4,4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orvos, ,Orvos,7,3,1,1,2
1,1539,103583,1664734084070524,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,3,1,3,4,4, , ,1,2,4,4,10/28/2020,11/14/2020,samsung SM-A705FN,samsung SM-A705FN,2, ,1,6,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,6,3,2,2,2
1,1540,103583,1665734228154477,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,2,1,1,1,1, , ,2,3,4,4,10/29/2020,11/9/2020,samsung SM-A705FN,samsung SM-A705FN,1, ,1,8,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,2, ,7,1,1,1,1
1,1541,103583,1666734229604639,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,1,1,1,1, , ,2,2,5,5,10/29/2020,10/29/2020,samsung SM-A705FN,samsung SM-A705FN,2, ,1,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,2, ,4,2,1,1,1
1,1543,103583,1667734293411767,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,2,2, , , , ,2,2,5,5,10/29/2020,10/29/2020,samsung SM-A705FN,samsung SM-A705FN,2,37,0, ,4, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,1, ,6,3,2,2,3
1,1544,103583,1669734666828482,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,2,2, , , , ,1,1,5,5,11/1/2020,11/1/2020,samsung SM-A705FN,samsung SM-A705FN,1,64,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , ,Villanyszerelő,7,2,1,1,2
1,1545,103583,1670734805318953,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,2,1,2,6,6, , ,2,4,4,5,11/2/2020,11/7/2020,samsung SM-A705FN,samsung SM-A705FN,2, ,1,6,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,Fofrász,7,2,1,1,2
1,1546,103583,1672735133677063,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,3,1,1,2,2, , ,1,3,3,4,11/4/2020,11/9/2020,samsung SM-A705FN,samsung SM-A705FN,1, ,1,4,4, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,3,2,1,1,3
1,1547,103583,1673735258183829,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,1,1,4,4, , ,1,1,4,4,11/4/2020,11/4/2020,samsung SM-A705FN,samsung SM-A705FN,2,18,0, ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,4,2,1,1,2
"1,1643,103583,1789735568932829,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,1,1,2,2, , ,2,2,4,4,11/6/2020,11/6/2020,samsung SM-A705FN,samsung SM-A705FN,1, ,1,5,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""Gyerekkori ismerős,barát"", ,Gyerekkori ismerős,7,2,1,1,2"
1,1663,103583,1820735648070241,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,1,1,2,2, , ,1,1,4,4,11/6/2020,11/6/2020,samsung SM-A705FN,samsung SM-A705FN,2, ,1,4,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,4,2,1,1,2
1,1923,103583,2235736164017164,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,4,4, , , , ,1,1,4,4,11/9/2020,11/9/2020,samsung SM-A705FN,samsung SM-A705FN,1,51,0, ,2, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,7, ,6,3,1,1,3
1,2000,103583,2368736283759112,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,1,1,1,2,2, , ,1,1,5,5,11/10/2020,11/10/2020,samsung SM-A705FN,samsung SM-A705FN,1, ,1,7,3, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,5,3,1,1,3
1,2069,103583,2501736459746629,103583,2,1967,Pécs,0,0,1,2,2,1,1,2,1,1,253,6,3,2, ,1,1,4,6,4,8,8,8,2,6,2,4,7,3,5,5,2,2,7,2,1,1,3,4,4,3,5,4,5,3,3,7,2,3,4,4,2,1,1,2,2, , ,1,2,4,4,11/11/2020,11/12/2020,samsung SM-A705FN,samsung SM-A705FN,2, ,1,2,4, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,5, ,2,3,1,1,3
